RideId,Date,Time,Wait,Name,OpeningDate,Tier,Location,IntellectualProp,Status,Temperature,CloudCover,SimpleStatus,RainAccumulation,ParkId,ParkOpen,ParkClose,EMHOpen,EMHClose,ParkName
5,2018-05-07,14:00,10,"Celebrity Spotlight",2017-01-01,diversion,,None,"clear sky",84.2,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
9,2018-05-07,14:00,15,"Encounter Kylo Ren at Star Wars Launch Bay",2016-02-07,diversion,,StarWars,"clear sky",84.2,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
23,2018-05-07,14:00,20,"Meet BB-8 at Star Wars Launch Bay",2017-04-14,diversion,,StarWars,"clear sky",84.2,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
24,2018-05-07,14:00,15,"Meet Chewbacca at Star Wars Launch Bay",2015-12-01,diversion,,StarWars,"clear sky",84.2,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
35,2018-05-07,14:00,30,"Mickey and Minnie Starring in Red Carpet Dreams",2016-05-08,diversion,,Fab5,"clear sky",84.2,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
39,2018-05-07,14:00,15,"Muppet*Vision 3D",1991-05-16,major_attraction,"Streets of America",Muppets,"clear sky",84.2,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
45,2018-05-07,14:00,85,"Rock n Roller Coaster Starring Aerosmith",1999-07-29,headliner,"Sunset Boulevard",None,"clear sky",84.2,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
52,2018-05-07,14:00,25,"Star Tours - The Adventures Continue",1989-12-15,headliner,"Echo Lake",StarWars,"clear sky",84.2,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
53,2018-05-07,14:00,10,"Star Wars Launch Bay Theater",2015-12-01,minor_attraction,,StarWars,"clear sky",84.2,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
59,2018-05-07,14:00,60,"The Twilight Zone Tower of Terror",1994-07-22,super_headliner,"Sunset Boulevard",None,"clear sky",84.2,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
61,2018-05-07,14:00,75,"Toy Story Midway Mania!",2008-05-31,headliner,"Pixar Place",Pixar,"clear sky",84.2,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
5,2018-05-07,14:15,20,"Celebrity Spotlight",2017-01-01,diversion,,None,"clear sky",84.2,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
9,2018-05-07,14:15,5,"Encounter Kylo Ren at Star Wars Launch Bay",2016-02-07,diversion,,StarWars,"clear sky",84.2,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
23,2018-05-07,14:15,20,"Meet BB-8 at Star Wars Launch Bay",2017-04-14,diversion,,StarWars,"clear sky",84.2,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
24,2018-05-07,14:15,20,"Meet Chewbacca at Star Wars Launch Bay",2015-12-01,diversion,,StarWars,"clear sky",84.2,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
35,2018-05-07,14:15,35,"Mickey and Minnie Starring in Red Carpet Dreams",2016-05-08,diversion,,Fab5,"clear sky",84.2,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
39,2018-05-07,14:15,15,"Muppet*Vision 3D",1991-05-16,major_attraction,"Streets of America",Muppets,"clear sky",84.2,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
45,2018-05-07,14:15,85,"Rock n Roller Coaster Starring Aerosmith",1999-07-29,headliner,"Sunset Boulevard",None,"clear sky",84.2,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
52,2018-05-07,14:15,15,"Star Tours - The Adventures Continue",1989-12-15,headliner,"Echo Lake",StarWars,"clear sky",84.2,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
53,2018-05-07,14:15,10,"Star Wars Launch Bay Theater",2015-12-01,minor_attraction,,StarWars,"clear sky",84.2,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
59,2018-05-07,14:15,60,"The Twilight Zone Tower of Terror",1994-07-22,super_headliner,"Sunset Boulevard",None,"clear sky",84.2,5,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
5,2018-05-07,14:30,20,"Celebrity Spotlight",2017-01-01,diversion,,None,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
9,2018-05-07,14:30,20,"Encounter Kylo Ren at Star Wars Launch Bay",2016-02-07,diversion,,StarWars,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
23,2018-05-07,14:30,20,"Meet BB-8 at Star Wars Launch Bay",2017-04-14,diversion,,StarWars,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
24,2018-05-07,14:30,15,"Meet Chewbacca at Star Wars Launch Bay",2015-12-01,diversion,,StarWars,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
35,2018-05-07,14:30,35,"Mickey and Minnie Starring in Red Carpet Dreams",2016-05-08,diversion,,Fab5,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
39,2018-05-07,14:30,10,"Muppet*Vision 3D",1991-05-16,major_attraction,"Streets of America",Muppets,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
45,2018-05-07,14:30,85,"Rock n Roller Coaster Starring Aerosmith",1999-07-29,headliner,"Sunset Boulevard",None,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
52,2018-05-07,14:30,25,"Star Tours - The Adventures Continue",1989-12-15,headliner,"Echo Lake",StarWars,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
53,2018-05-07,14:30,10,"Star Wars Launch Bay Theater",2015-12-01,minor_attraction,,StarWars,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
59,2018-05-07,14:30,45,"The Twilight Zone Tower of Terror",1994-07-22,super_headliner,"Sunset Boulevard",None,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
61,2018-05-07,14:30,75,"Toy Story Midway Mania!",2008-05-31,headliner,"Pixar Place",Pixar,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
5,2018-05-07,14:45,20,"Celebrity Spotlight",2017-01-01,diversion,,None,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
9,2018-05-07,14:45,10,"Encounter Kylo Ren at Star Wars Launch Bay",2016-02-07,diversion,,StarWars,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
23,2018-05-07,14:45,20,"Meet BB-8 at Star Wars Launch Bay",2017-04-14,diversion,,StarWars,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
24,2018-05-07,14:45,15,"Meet Chewbacca at Star Wars Launch Bay",2015-12-01,diversion,,StarWars,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
35,2018-05-07,14:45,45,"Mickey and Minnie Starring in Red Carpet Dreams",2016-05-08,diversion,,Fab5,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
39,2018-05-07,14:45,10,"Muppet*Vision 3D",1991-05-16,major_attraction,"Streets of America",Muppets,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
45,2018-05-07,14:45,30,"Rock n Roller Coaster Starring Aerosmith",1999-07-29,headliner,"Sunset Boulevard",None,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
52,2018-05-07,14:45,25,"Star Tours - The Adventures Continue",1989-12-15,headliner,"Echo Lake",StarWars,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
53,2018-05-07,14:45,10,"Star Wars Launch Bay Theater",2015-12-01,minor_attraction,,StarWars,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
59,2018-05-07,14:45,60,"The Twilight Zone Tower of Terror",1994-07-22,super_headliner,"Sunset Boulevard",None,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
5,2018-05-07,15:00,15,"Celebrity Spotlight",2017-01-01,diversion,,None,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
9,2018-05-07,15:00,25,"Encounter Kylo Ren at Star Wars Launch Bay",2016-02-07,diversion,,StarWars,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
23,2018-05-07,15:00,15,"Meet BB-8 at Star Wars Launch Bay",2017-04-14,diversion,,StarWars,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
24,2018-05-07,15:00,15,"Meet Chewbacca at Star Wars Launch Bay",2015-12-01,diversion,,StarWars,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
35,2018-05-07,15:00,45,"Mickey and Minnie Starring in Red Carpet Dreams",2016-05-08,diversion,,Fab5,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
39,2018-05-07,15:00,15,"Muppet*Vision 3D",1991-05-16,major_attraction,"Streets of America",Muppets,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
45,2018-05-07,15:00,55,"Rock n Roller Coaster Starring Aerosmith",1999-07-29,headliner,"Sunset Boulevard",None,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
52,2018-05-07,15:00,25,"Star Tours - The Adventures Continue",1989-12-15,headliner,"Echo Lake",StarWars,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
53,2018-05-07,15:00,10,"Star Wars Launch Bay Theater",2015-12-01,minor_attraction,,StarWars,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
59,2018-05-07,15:00,65,"The Twilight Zone Tower of Terror",1994-07-22,super_headliner,"Sunset Boulevard",None,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
5,2018-05-07,15:15,15,"Celebrity Spotlight",2017-01-01,diversion,,None,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
9,2018-05-07,15:15,25,"Encounter Kylo Ren at Star Wars Launch Bay",2016-02-07,diversion,,StarWars,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
23,2018-05-07,15:15,15,"Meet BB-8 at Star Wars Launch Bay",2017-04-14,diversion,,StarWars,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
24,2018-05-07,15:15,10,"Meet Chewbacca at Star Wars Launch Bay",2015-12-01,diversion,,StarWars,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
35,2018-05-07,15:15,35,"Mickey and Minnie Starring in Red Carpet Dreams",2016-05-08,diversion,,Fab5,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
39,2018-05-07,15:15,10,"Muppet*Vision 3D",1991-05-16,major_attraction,"Streets of America",Muppets,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
45,2018-05-07,15:15,40,"Rock n Roller Coaster Starring Aerosmith",1999-07-29,headliner,"Sunset Boulevard",None,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
52,2018-05-07,15:15,25,"Star Tours - The Adventures Continue",1989-12-15,headliner,"Echo Lake",StarWars,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
53,2018-05-07,15:15,10,"Star Wars Launch Bay Theater",2015-12-01,minor_attraction,,StarWars,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
59,2018-05-07,15:15,60,"The Twilight Zone Tower of Terror",1994-07-22,super_headliner,"Sunset Boulevard",None,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
61,2018-05-07,15:15,75,"Toy Story Midway Mania!",2008-05-31,headliner,"Pixar Place",Pixar,"clear sky",82.65,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
5,2018-05-07,15:30,15,"Celebrity Spotlight",2017-01-01,diversion,,None,"clear sky",83.77,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
9,2018-05-07,15:30,15,"Encounter Kylo Ren at Star Wars Launch Bay",2016-02-07,diversion,,StarWars,"clear sky",83.77,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
23,2018-05-07,15:30,20,"Meet BB-8 at Star Wars Launch Bay",2017-04-14,diversion,,StarWars,"clear sky",83.77,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
24,2018-05-07,15:30,20,"Meet Chewbacca at Star Wars Launch Bay",2015-12-01,diversion,,StarWars,"clear sky",83.77,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
35,2018-05-07,15:30,40,"Mickey and Minnie Starring in Red Carpet Dreams",2016-05-08,diversion,,Fab5,"clear sky",83.77,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
39,2018-05-07,15:30,10,"Muppet*Vision 3D",1991-05-16,major_attraction,"Streets of America",Muppets,"clear sky",83.77,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
45,2018-05-07,15:30,35,"Rock n Roller Coaster Starring Aerosmith",1999-07-29,headliner,"Sunset Boulevard",None,"clear sky",83.77,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
52,2018-05-07,15:30,20,"Star Tours - The Adventures Continue",1989-12-15,headliner,"Echo Lake",StarWars,"clear sky",83.77,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
59,2018-05-07,15:30,55,"The Twilight Zone Tower of Terror",1994-07-22,super_headliner,"Sunset Boulevard",None,"clear sky",83.77,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
5,2018-05-07,15:45,20,"Celebrity Spotlight",2017-01-01,diversion,,None,"clear sky",83.77,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
9,2018-05-07,15:45,10,"Encounter Kylo Ren at Star Wars Launch Bay",2016-02-07,diversion,,StarWars,"clear sky",83.77,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
23,2018-05-07,15:45,20,"Meet BB-8 at Star Wars Launch Bay",2017-04-14,diversion,,StarWars,"clear sky",83.77,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
24,2018-05-07,15:45,15,"Meet Chewbacca at Star Wars Launch Bay",2015-12-01,diversion,,StarWars,"clear sky",83.77,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
35,2018-05-07,15:45,40,"Mickey and Minnie Starring in Red Carpet Dreams",2016-05-08,diversion,,Fab5,"clear sky",83.77,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
39,2018-05-07,15:45,15,"Muppet*Vision 3D",1991-05-16,major_attraction,"Streets of America",Muppets,"clear sky",83.77,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
45,2018-05-07,15:45,50,"Rock n Roller Coaster Starring Aerosmith",1999-07-29,headliner,"Sunset Boulevard",None,"clear sky",83.77,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
52,2018-05-07,15:45,25,"Star Tours - The Adventures Continue",1989-12-15,headliner,"Echo Lake",StarWars,"clear sky",83.77,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
59,2018-05-07,15:45,55,"The Twilight Zone Tower of Terror",1994-07-22,super_headliner,"Sunset Boulevard",None,"clear sky",83.77,0,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
5,2018-05-07,16:00,10,"Celebrity Spotlight",2017-01-01,diversion,,None,"few clouds",87.8,20,Clouds,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
9,2018-05-07,16:00,15,"Encounter Kylo Ren at Star Wars Launch Bay",2016-02-07,diversion,,StarWars,"few clouds",87.8,20,Clouds,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
23,2018-05-07,16:00,25,"Meet BB-8 at Star Wars Launch Bay",2017-04-14,diversion,,StarWars,"few clouds",87.8,20,Clouds,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
24,2018-05-07,16:00,15,"Meet Chewbacca at Star Wars Launch Bay",2015-12-01,diversion,,StarWars,"few clouds",87.8,20,Clouds,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
35,2018-05-07,16:00,35,"Mickey and Minnie Starring in Red Carpet Dreams",2016-05-08,diversion,,Fab5,"few clouds",87.8,20,Clouds,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
39,2018-05-07,16:00,10,"Muppet*Vision 3D",1991-05-16,major_attraction,"Streets of America",Muppets,"few clouds",87.8,20,Clouds,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
45,2018-05-07,16:00,60,"Rock n Roller Coaster Starring Aerosmith",1999-07-29,headliner,"Sunset Boulevard",None,"few clouds",87.8,20,Clouds,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
52,2018-05-07,16:00,15,"Star Tours - The Adventures Continue",1989-12-15,headliner,"Echo Lake",StarWars,"few clouds",87.8,20,Clouds,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
53,2018-05-07,16:00,10,"Star Wars Launch Bay Theater",2015-12-01,minor_attraction,,StarWars,"few clouds",87.8,20,Clouds,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
59,2018-05-07,16:00,35,"The Twilight Zone Tower of Terror",1994-07-22,super_headliner,"Sunset Boulevard",None,"few clouds",87.8,20,Clouds,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
61,2018-05-07,16:00,75,"Toy Story Midway Mania!",2008-05-31,headliner,"Pixar Place",Pixar,"few clouds",87.8,20,Clouds,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
5,2018-05-07,16:30,20,"Celebrity Spotlight",2017-01-01,diversion,,None,"few clouds",87.8,20,Clouds,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
9,2018-05-07,16:30,15,"Encounter Kylo Ren at Star Wars Launch Bay",2016-02-07,diversion,,StarWars,"few clouds",87.8,20,Clouds,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
23,2018-05-07,16:30,20,"Meet BB-8 at Star Wars Launch Bay",2017-04-14,diversion,,StarWars,"few clouds",87.8,20,Clouds,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
24,2018-05-07,16:30,20,"Meet Chewbacca at Star Wars Launch Bay",2015-12-01,diversion,,StarWars,"few clouds",87.8,20,Clouds,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
35,2018-05-07,16:30,40,"Mickey and Minnie Starring in Red Carpet Dreams",2016-05-08,diversion,,Fab5,"few clouds",87.8,20,Clouds,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
39,2018-05-07,16:30,15,"Muppet*Vision 3D",1991-05-16,major_attraction,"Streets of America",Muppets,"few clouds",87.8,20,Clouds,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
45,2018-05-07,16:30,60,"Rock n Roller Coaster Starring Aerosmith",1999-07-29,headliner,"Sunset Boulevard",None,"few clouds",87.8,20,Clouds,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
52,2018-05-07,16:30,15,"Star Tours - The Adventures Continue",1989-12-15,headliner,"Echo Lake",StarWars,"few clouds",87.8,20,Clouds,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
53,2018-05-07,16:30,10,"Star Wars Launch Bay Theater",2015-12-01,minor_attraction,,StarWars,"few clouds",87.8,20,Clouds,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
59,2018-05-07,16:30,35,"The Twilight Zone Tower of Terror",1994-07-22,super_headliner,"Sunset Boulevard",None,"few clouds",87.8,20,Clouds,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
61,2018-05-07,16:30,75,"Toy Story Midway Mania!",2008-05-31,headliner,"Pixar Place",Pixar,"few clouds",87.8,20,Clouds,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
5,2018-05-07,16:45,30,"Celebrity Spotlight",2017-01-01,diversion,,None,"clear sky",87.76,1,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
9,2018-05-07,16:45,15,"Encounter Kylo Ren at Star Wars Launch Bay",2016-02-07,diversion,,StarWars,"clear sky",87.76,1,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
23,2018-05-07,16:45,15,"Meet BB-8 at Star Wars Launch Bay",2017-04-14,diversion,,StarWars,"clear sky",87.76,1,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
24,2018-05-07,16:45,20,"Meet Chewbacca at Star Wars Launch Bay",2015-12-01,diversion,,StarWars,"clear sky",87.76,1,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
35,2018-05-07,16:45,35,"Mickey and Minnie Starring in Red Carpet Dreams",2016-05-08,diversion,,Fab5,"clear sky",87.76,1,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
39,2018-05-07,16:45,10,"Muppet*Vision 3D",1991-05-16,major_attraction,"Streets of America",Muppets,"clear sky",87.76,1,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
45,2018-05-07,16:45,65,"Rock n Roller Coaster Starring Aerosmith",1999-07-29,headliner,"Sunset Boulevard",None,"clear sky",87.76,1,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
52,2018-05-07,16:45,20,"Star Tours - The Adventures Continue",1989-12-15,headliner,"Echo Lake",StarWars,"clear sky",87.76,1,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
53,2018-05-07,16:45,10,"Star Wars Launch Bay Theater",2015-12-01,minor_attraction,,StarWars,"clear sky",87.76,1,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
59,2018-05-07,16:45,35,"The Twilight Zone Tower of Terror",1994-07-22,super_headliner,"Sunset Boulevard",None,"clear sky",87.76,1,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
5,2018-05-07,17:00,10,"Celebrity Spotlight",2017-01-01,diversion,,None,"clear sky",88.99,1,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
9,2018-05-07,17:00,20,"Encounter Kylo Ren at Star Wars Launch Bay",2016-02-07,diversion,,StarWars,"clear sky",88.99,1,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
23,2018-05-07,17:00,20,"Meet BB-8 at Star Wars Launch Bay",2017-04-14,diversion,,StarWars,"clear sky",88.99,1,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
24,2018-05-07,17:00,10,"Meet Chewbacca at Star Wars Launch Bay",2015-12-01,diversion,,StarWars,"clear sky",88.99,1,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
35,2018-05-07,17:00,30,"Mickey and Minnie Starring in Red Carpet Dreams",2016-05-08,diversion,,Fab5,"clear sky",88.99,1,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
39,2018-05-07,17:00,15,"Muppet*Vision 3D",1991-05-16,major_attraction,"Streets of America",Muppets,"clear sky",88.99,1,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
45,2018-05-07,17:00,80,"Rock n Roller Coaster Starring Aerosmith",1999-07-29,headliner,"Sunset Boulevard",None,"clear sky",88.99,1,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
52,2018-05-07,17:00,10,"Star Tours - The Adventures Continue",1989-12-15,headliner,"Echo Lake",StarWars,"clear sky",88.99,1,Clear,0,3,"9:00 AM","9:30 PM",None,None,"Hollywood Studios"
